property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
house,independent,sector 55,3.1,20026.0,1548.0,Plot area 172(143.81 sq.m.),5.0,4.0,3+,2.0,North-East,Moderately Old,,1548.0,,0.0,1.0,1.0,0.0,0.0,1.0,59.0,309.6
flat,m3m skywalk,sector 74,1.55,13790.0,1124.0,Super Built up area 1406(130.62 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1124 sq.ft. (104.42 sq.m.),2.0,2.0,3+,18.0,South,Relatively New,1406.0,1300.0,1124.0,0.0,0.0,0.0,0.0,1.0,0.0,137.0,562.0
flat,nbcc heights,sector 89,1.5,7059.0,2125.0,Super Built up area 2125(197.42 sq.m.),3.0,3.0,3,8.0,,Relatively New,2125.0,,,1.0,1.0,0.0,0.0,0.0,0.0,105.0,708.3333333333334
house,not applicable,sector 4,0.65,13000.0,500.0,Plot area 500(46.45 sq.m.),2.0,1.0,1,3.0,East,Moderately Old,,500.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,250.0
flat,godrej oasis,sector 88a,1.5,8108.0,1850.0,Super Built up area 1850(171.87 sq.m.),3.0,3.0,3+,11.0,North-East,New Property,1850.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.0,616.6666666666666
flat,unitech the residences,sector 33,1.1,9910.0,1110.0,Super Built up area 1110(103.12 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2.0,3,9.0,East,Moderately Old,1110.0,1100.0,1000.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,555.0
house,international city by sobha phase 1,sector 109,5.85,26423.0,2214.0,Plot area 246(205.69 sq.m.),4.0,5.0,3+,2.0,East,Relatively New,,2214.0,,0.0,1.0,0.0,0.0,0.0,1.0,85.0,553.5
flat,mapsko casa bella,sector 82,1.75,6903.0,2535.0,Built Up area: 2535 (235.51 sq.m.)Carpet area: 1960 sq.ft. (182.09 sq.m.),4.0,5.0,3+,1.0,West,Undefined,,2535.0,1960.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,633.75
house,independent,sector 28,1.39,11583.0,1200.0,Plot area 540(50.17 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,1,3.0,North-East,Old Property,,1450.0,1200.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,600.0
flat,sahara grace,sector 28,5.5,14612.0,3764.0,Super Built up area 3764(349.69 sq.m.),4.0,5.0,3+,5.0,East,Moderately Old,3764.0,,,0.0,1.0,0.0,0.0,1.0,1.0,8.0,941.0
flat,emaar mgf the palm drive,sector 66,3.2,17778.0,1800.0,Super Built up area 2200(204.39 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3.0,3.0,3,12.0,South-West,Relatively New,2200.0,,1800.0,1.0,1.0,1.0,1.0,0.0,1.0,117.0,600.0
flat,tulip orange,sector 70,1.0,10309.0,970.0,Carpet area: 970 (90.12 sq.m.),3.0,2.0,2,3.0,,Moderately Old,,,970.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,323.3333333333333
house,independent,sector 47,5.15,26615.0,1935.0,Plot area 215(179.77 sq.m.),3.0,9.0,3+,3.0,East,Relatively New,,1935.0,,0.0,0.0,1.0,0.0,0.0,1.0,75.0,645.0
flat,bestech park view ananda,sector 81,0.88,8044.0,1094.0,Super Built up area 1360(126.35 sq.m.)Carpet area: 1094 sq.ft. (101.64 sq.m.),2.0,2.0,3,8.0,West,Relatively New,1360.0,,1094.0,1.0,0.0,0.0,0.0,0.0,1.0,95.0,547.0
flat,sobha city,sector 108,2.9,14478.0,2003.0,Super Built up area 2003(186.08 sq.m.),3.0,4.0,2,11.0,North-East,Relatively New,2003.0,,,0.0,0.0,0.0,0.0,0.0,0.0,108.0,667.6666666666666
flat,sare green parc 2,sector 92,0.75,4744.0,1581.0,Super Built up area 1454(135.08 sq.m.)Built Up area: 1415 sq.ft. (131.46 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,3.0,3,2.0,East,Relatively New,1454.0,1415.0,1350.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0,527.0
house,independent,sector 56,7.25,29340.0,2471.0,Plot area 303(253.35 sq.m.),8.0,8.0,3+,0.0,North-East,Moderately Old,,303.0,,0.0,0.0,0.0,0.0,0.0,1.0,24.0,308.875
house,independent,sector 13,0.45,4808.0,936.0,Built Up area: 936 (86.96 sq.m.),1.0,1.0,0,1.0,,Undefined,,936.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0
flat,godrej icon,sector 88a,1.62,10019.0,1617.0,Super Built up area 1617(150.22 sq.m.),3.0,2.0,3+,10.0,East,Relatively New,1617.0,,,1.0,0.0,0.0,0.0,0.0,2.0,49.0,539.0
house,unitech espace,sector 50,11.5,35494.0,3240.0,Built Up area: 3240 (301.01 sq.m.),5.0,6.0,0,1.0,North-West,Undefined,,3240.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.0
house,independent,sector 57,3.6,20833.0,1728.0,Plot area 192(160.54 sq.m.),4.0,4.0,2,2.0,South,Old Property,,1728.0,,1.0,1.0,1.0,1.0,0.0,0.0,110.0,432.0
house,independent,sector 46,3.6,24845.0,1449.0,Plot area 161(134.62 sq.m.),5.0,5.0,3+,3.0,South-East,Moderately Old,,1449.0,,0.0,1.0,0.0,0.0,0.0,1.0,75.0,289.8
flat,m3m heights,sector 65,2.01,13499.0,1489.0,Super Built up area 1516(140.84 sq.m.)Carpet area: 1433 sq.ft. (133.13 sq.m.),2.0,2.0,3,8.0,North-East,New Property,1516.0,,1433.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,744.5
flat,gls avenue 51,sector 92,0.21,6954.0,302.0,Carpet area: 302 (28.06 sq.m.),1.0,1.0,1,0.0,South-East,Relatively New,,,302.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,302.0
flat,ireo skyon,sector 60,2.05,15185.0,1350.0,Super Built up area 1524(141.58 sq.m.)Built Up area: 1520 sq.ft. (141.21 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),2.0,3.0,2,2.0,North-East,Relatively New,1524.0,1520.0,1350.0,0.0,0.0,1.0,0.0,0.0,1.0,174.0,675.0
flat,smriti apartment,sector 56,0.45,7500.0,600.0,Super Built up area 600(55.74 sq.m.),1.0,1.0,2,3.0,,Old Property,600.0,,,0.0,0.0,0.0,0.0,0.0,0.0,57.0,600.0
flat,ramprastha the edge towers,sector 37d,0.75,5319.0,1410.0,Built Up area: 1410 (130.99 sq.m.),2.0,2.0,3,19.0,,Moderately Old,,1410.0,,0.0,0.0,0.0,0.0,0.0,0.0,63.0,705.0
flat,m3m golfestate,sector 65,6.15,18287.0,3363.0,Super Built up area 3363(312.43 sq.m.)Carpet area: 2710 sq.ft. (251.77 sq.m.),3.0,3.0,3,23.0,,Moderately Old,3363.0,,2710.0,1.0,1.0,0.0,0.0,0.0,1.0,60.0,1121.0
flat,smart world gems,sector 89,1.16,8152.0,1423.0,Carpet area: 1423 (132.2 sq.m.),3.0,3.0,2,3.0,South-East,Under Construction,,,1423.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,474.3333333333333
flat,godrej,sector 79,2.03,9046.0,2244.0,Super Built up area 2244(208.47 sq.m.),3.0,4.0,3+,7.0,South-East,Relatively New,2244.0,,,0.0,1.0,0.0,0.0,0.0,0.0,118.0,748.0
flat,corona optus,sector 37,1.43,7186.0,1990.0,Super Built up area 1990(184.88 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,3.0,3+,2.0,North-West,Relatively New,1990.0,,1700.0,1.0,1.0,0.0,0.0,1.0,0.0,49.0,663.3333333333334
flat,shree vardhman flora,sector 90,0.92,4907.0,1875.0,Super Built up area 1875(174.19 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,4.0,3,4.0,North-East,Relatively New,1875.0,,1161.0,0.0,1.0,0.0,0.0,0.0,0.0,116.0,625.0
flat,orchid petals,sector 49,4.52,10984.0,4115.0,Super Built up area 4115(382.3 sq.m.),5.0,5.0,3+,14.0,West,Moderately Old,4115.0,,,1.0,1.0,0.0,1.0,0.0,0.0,49.0,823.0
flat,dlf the icon,sector 43,5.25,20388.0,2575.0,Super Built up area 2575(239.23 sq.m.)Built Up area: 2570 sq.ft. (238.76 sq.m.)Carpet area: 2560 sq.ft. (237.83 sq.m.),4.0,4.0,3,9.0,North,Old Property,2575.0,2570.0,2560.0,0.0,1.0,0.0,1.0,1.0,0.0,135.0,643.75
flat,mapsko mount ville,sector 79,1.3,8725.0,1490.0,Super Built up area 1490(138.43 sq.m.)Built Up area: 1176 sq.ft. (109.25 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),3.0,3.0,3,19.0,East,Relatively New,1490.0,1176.0,863.91,0.0,0.0,1.0,0.0,0.0,1.0,102.0,496.6666666666667
flat,signature global city 63a,sector 63a,1.4,11336.0,1235.0,Carpet area: 1235 (114.74 sq.m.),2.0,2.0,2,3.0,East,Under Construction,,,1235.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,617.5
house,independent,sector 6,1.25,11574.0,1080.0,Plot area 120(100.34 sq.m.)Built Up area: 120 sq.yards (100.34 sq.m.),2.0,5.0,1,2.0,South,New Property,,120.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,540.0
flat,sobha city,sector 108,3.25,15685.0,2072.0,Super Built up area 2072(192.5 sq.m.),3.0,3.0,3,12.0,North,Relatively New,2072.0,,,0.0,0.0,0.0,0.0,0.0,0.0,99.0,690.6666666666666
flat,signature global city 92,sector 92,0.99,9074.0,1091.0,Built Up area: 1091 (101.36 sq.m.),3.0,2.0,3,1.0,,Under Construction,,1091.0,,0.0,0.0,0.0,0.0,0.0,0.0,24.0,363.6666666666667
flat,godrej aria,sector 79,1.3,9623.0,1351.0,Super Built up area 1351(125.51 sq.m.),2.0,4.0,2,3.0,East,Relatively New,1351.0,,,0.0,0.0,0.0,0.0,0.0,0.0,53.0,675.5
house,independent,sector 46,5.5,23061.0,2385.0,Plot area 265(221.57 sq.m.),8.0,8.0,3+,3.0,,Moderately Old,,2385.0,,1.0,0.0,0.0,0.0,1.0,1.0,32.0,298.125
house,independent,sector 17,7.2,15926.0,4521.0,Plot area 420,4.0,4.0,2,1.0,,Old Property,,4494.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1130.25
flat,dlf regal gardens,sector 90,1.65,7449.0,2215.0,Super Built up area 2215(205.78 sq.m.)Built Up area: 2214 sq.ft. (205.69 sq.m.)Carpet area: 2213 sq.ft. (205.59 sq.m.),4.0,4.0,3+,15.0,East,Relatively New,2215.0,2214.0,2213.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,553.75
flat,piedmont taksila heights,sector 37,0.9,5856.0,1537.0,Built Up area: 1537 (142.79 sq.m.),3.0,3.0,3,9.0,South-West,Moderately Old,,1537.0,,0.0,0.0,0.0,0.0,0.0,1.0,94.0,512.3333333333334
flat,sobha city,sector 108,1.9,13758.0,1381.0,Super Built up area 1381(128.3 sq.m.),2.0,2.0,2,8.0,East,Relatively New,1381.0,,,0.0,0.0,0.0,0.0,0.0,0.0,85.0,690.5
house,independent,sector 23,5.5,13095.0,4200.0,Plot area 4200(390.19 sq.m.),9.0,9.0,3+,3.0,South,Moderately Old,,4200.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,466.6666666666667
flat,dlf regal gardens,sector 90,1.25,8117.0,1540.0,Super Built up area 1702(158.12 sq.m.)Built Up area: 1640 sq.ft. (152.36 sq.m.)Carpet area: 1540 sq.ft. (143.07 sq.m.),3.0,3.0,3,8.0,South-East,Relatively New,1702.0,1640.0,1540.0,0.0,0.0,0.0,1.0,0.0,0.0,158.0,513.3333333333334
house,independent,sector 6,0.75,10519.0,713.0,Plot area 713(66.24 sq.m.),2.0,4.0,1,3.0,,Moderately Old,,713.0,,0.0,0.0,0.0,0.0,0.0,0.0,62.0,356.5
flat,ambience creacions,sector 22,3.2,11498.0,2783.0,Super Built up area 2781(258.36 sq.m.),3.0,4.0,3+,2.0,North-East,New Property,2781.0,,,0.0,0.0,0.0,0.0,0.0,0.0,42.0,927.6666666666666
flat,m3m woodshire,sector 107,1.8,7624.0,2361.0,Super Built up area 2361(219.34 sq.m.)Carpet area: 1384 sq.ft. (128.58 sq.m.),3.0,4.0,3+,2.0,,Relatively New,2361.0,,1384.0,0.0,1.0,0.0,0.0,0.0,0.0,129.0,787.0
flat,ireo the corridors,sector 67a,1.8,9370.0,1921.0,Super Built up area 1921(178.47 sq.m.)Carpet area: 1227.96 sq.ft. (114.08 sq.m.),3.0,3.0,2,3.0,North,New Property,1921.0,,1227.96,1.0,0.0,1.0,0.0,0.0,1.0,150.0,640.3333333333334
house,independent,sector 82,7.0,21605.0,3240.0,Plot area 360(301.01 sq.m.),4.0,4.0,3+,1.0,North-East,Relatively New,,3240.0,,1.0,1.0,0.0,1.0,0.0,1.0,49.0,810.0
flat,signature global solera 2,sector 107,0.5,8929.0,560.0,Carpet area: 560 (52.03 sq.m.),2.0,2.0,2,13.0,,New Property,,,560.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,280.0
flat,dlf the primus,sector 82a,3.5,13431.0,2606.0,Carpet area: 2606 (242.11 sq.m.),5.0,5.0,3+,14.0,North-East,Relatively New,,,2606.0,1.0,0.0,0.0,0.0,0.0,2.0,49.0,521.2
house,ansals palam vihar,sector 2,5.0,12500.0,4000.0,Built Up area: 4000 (371.61 sq.m.),6.0,4.0,0,3.0,,Undefined,,4000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.6666666666666
flat,tulip white,sector 69,0.91,6863.0,1326.0,Carpet area: 1326 (123.19 sq.m.),3.0,2.0,2,12.0,,Moderately Old,,,1326.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,442.0
house,ansals palam vihar,sector 2,4.0,16667.0,2400.0,Plot area 2400(222.97 sq.m.),4.0,4.0,3+,2.0,North-East,Moderately Old,,2400.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,600.0
flat,emaar mgf the palm drive,sector 66,2.85,14615.0,1950.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3.0,3.0,3,11.0,North-East,Relatively New,1950.0,1920.0,1550.0,1.0,0.0,0.0,0.0,0.0,1.0,67.0,650.0
flat,signature global synera,sector 81,0.5,7886.0,634.0,Carpet area: 634 (58.9 sq.m.),2.0,2.0,1,11.0,East,New Property,,,634.0,0.0,0.0,0.0,0.0,0.0,2.0,97.0,317.0
flat,emaar palm heights,sector 77,2.1,10370.0,2025.0,Super Built up area 2025(188.13 sq.m.),3.0,3.0,3,17.0,,New Property,2025.0,,,1.0,1.0,0.0,0.0,0.0,0.0,8.0,675.0
house,independent,sector 7,2.0,11111.0,1800.0,Plot area 200(167.23 sq.m.),2.0,2.0,1,2.0,,Relatively New,,1800.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0
flat,m3m golfestate,sector 65,6.15,15999.0,3844.0,Carpet area: 3844 (357.12 sq.m.),3.0,5.0,3+,1.0,West,Relatively New,,,3844.0,0.0,1.0,0.0,0.0,0.0,2.0,49.0,1281.3333333333333
flat,antriksh heights,sector 84,0.92,5041.0,1825.0,Super Built up area 1825(169.55 sq.m.),3.0,3.0,3,2.0,East,Relatively New,1825.0,,,1.0,0.0,0.0,1.0,0.0,0.0,67.0,608.3333333333334
house,independent,sector 28,1.45,8002.0,1812.0,Built Up area: 1800 (167.23 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),3.0,2.0,1,1.0,North,Relatively New,,1800.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0
flat,bestech park view residency,sector 2,1.55,8073.0,1920.0,Super Built up area 1920(178.37 sq.m.),3.0,4.0,3+,10.0,East,Moderately Old,1920.0,,,0.0,1.0,0.0,0.0,0.0,0.0,100.0,640.0
flat,indiabulls centrum park,sector 103,2.36,9183.0,2570.0,Super Built up area 2875(267.1 sq.m.)Carpet area: 2570 sq.ft. (238.76 sq.m.),4.0,6.0,3+,8.0,East,Relatively New,2875.0,,2570.0,0.0,1.0,0.0,0.0,0.0,1.0,159.0,642.5
flat,hero homes,sector 104,1.2,17544.0,684.0,Super Built up area 1099(102.1 sq.m.)Carpet area: 683.83 sq.ft. (63.53 sq.m.),2.0,2.0,2,22.0,,Under Construction,1099.0,,683.83,0.0,0.0,0.0,0.0,0.0,0.0,30.0,342.0
flat,sare crescent parc,sector 92,0.5,5000.0,1000.0,Super Built up area 1000(92.9 sq.m.),2.0,2.0,3,2.0,,Moderately Old,1000.0,,,0.0,0.0,0.0,0.0,0.0,0.0,38.0,500.0
flat,indiabulls enigma,sector 110,3.25,9559.0,3400.0,Super Built up area 3400(315.87 sq.m.),4.0,4.0,3,11.0,South,Relatively New,3400.0,,,0.0,1.0,0.0,0.0,1.0,0.0,125.0,850.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.35,14754.0,915.0,Super Built up area 915(85.01 sq.m.),2.0,2.0,2,10.0,,Under Construction,915.0,,,0.0,0.0,0.0,0.0,0.0,0.0,22.0,457.5
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,1650.0,Built Up area: 1650 (153.29 sq.m.),3.0,3.0,2,4.0,East,Relatively New,,1650.0,,1.0,1.0,0.0,0.0,0.0,0.0,165.0,550.0
flat,apex our homes,sector 37,0.38,4108.0,925.0,Built Up area: 925 (85.94 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2.0,2.0,1,9.0,,Relatively New,,925.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,462.5
flat,mariners home,sector 56,2.11,8612.0,2450.0,Super Built up area 2450(227.61 sq.m.)Built Up area: 2250 sq.ft. (209.03 sq.m.)Carpet area: 2150 sq.ft. (199.74 sq.m.),3.0,2.0,3,4.0,South,Relatively New,2450.0,2250.0,2150.0,0.0,0.0,0.0,0.0,1.0,1.0,126.0,816.6666666666666
flat,m3m skywalk,sector 74,1.48,12333.0,1200.0,Super Built up area 1400(130.06 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,3,13.0,North-East,Relatively New,1400.0,1300.0,1200.0,0.0,0.0,1.0,0.0,0.0,0.0,158.0,600.0
house,dlf city plots,sector 26,17.0,37627.0,4518.0,Plot area 502(419.74 sq.m.),5.0,6.0,3,2.0,North-West,Old Property,,4518.0,,0.0,1.0,1.0,1.0,0.0,1.0,87.0,903.6
flat,signature global infinity mall,sector 36,0.41,6269.0,654.0,Built Up area: 654 (60.76 sq.m.),2.0,2.0,3,3.0,,Undefined,,654.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0
flat,ss the leaf,sector 85,2.05,7290.0,2812.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),4.0,4.0,3+,4.0,North-East,Relatively New,2812.0,2500.0,2250.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,703.0
flat,ats tourmaline,sector 109,2.95,9365.0,3150.0,Super Built up area 3150(292.64 sq.m.),4.0,5.0,3+,10.0,North-East,Relatively New,3150.0,,,0.0,1.0,0.0,0.0,0.0,0.0,101.0,787.5
flat,signature global park,sohna road,0.53,6386.0,830.0,Carpet area: 822 (76.37 sq.m.),2.0,2.0,2,2.0,North-East,Relatively New,,,822.0,0.0,0.0,0.0,1.0,0.0,0.0,168.0,415.0
house,independent,sector 7,2.43,14890.0,1632.0,Plot area 181.33(151.61 sq.m.)Built Up area: 345 sq.yards (288.46 sq.m.),4.0,4.0,2,3.0,South-West,Old Property,,345.0,,1.0,0.0,1.0,1.0,0.0,0.0,38.0,408.0
flat,sare crescent parc royal greens phase 1,sector 92,0.95,5008.0,1897.0,Super Built up area 1897(176.24 sq.m.),4.0,5.0,3+,4.0,,Moderately Old,1897.0,,,0.0,1.0,0.0,0.0,0.0,0.0,37.0,474.25
house,vipul tatvam villa,sector 48,7.25,22377.0,3240.0,Plot area 360(33.45 sq.m.),4.0,4.0,3,2.0,,Relatively New,,360.0,,1.0,1.0,1.0,1.0,0.0,1.0,103.0,810.0
flat,vatika gurgaon,sector 83,1.19,7438.0,1600.0,Carpet area: 1600 (148.64 sq.m.),3.0,3.0,2,10.0,South,Relatively New,,,1600.0,0.0,1.0,0.0,0.0,0.0,1.0,35.0,533.3333333333334
flat,raheja vanya,sector 99,0.59,3976.0,1484.0,Super Built up area 1252.13(116.33 sq.m.),2.0,2.0,3,1.0,East,Under Construction,1252.13,,,0.0,0.0,0.0,0.0,1.0,0.0,96.0,742.0
flat,lotus homz,sector 111,0.6,8451.0,710.0,Carpet area: 710 (65.96 sq.m.),2.0,2.0,3,9.0,East,New Property,,,710.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,355.0
flat,smart world orchard,sector 61,1.41,12250.0,1151.0,Built Up area: 1150 (106.84 sq.m.),2.0,2.0,2,2.0,,Under Construction,,1150.0,,1.0,0.0,0.0,0.0,0.0,0.0,76.0,575.5
flat,parsvnath green ville,sector 48,1.75,7202.0,2430.0,Super Built up area 2430(225.75 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3.0,3.0,3,7.0,South,Old Property,2430.0,2200.0,1800.0,0.0,1.0,0.0,0.0,0.0,1.0,109.0,810.0
house,emaar mgf marbella,sector 66,15.1,18605.0,8116.0,Plot area 754,5.0,5.0,3+,3.0,East,New Property,,8067.799999999999,,1.0,1.0,1.0,1.0,0.0,0.0,120.0,1623.2
flat,gls arawali homes,sohna road,0.35,6076.0,576.0,Super Built up area 576(53.51 sq.m.)Carpet area: 480.53 sq.ft. (44.64 sq.m.),2.0,2.0,2,11.0,,Relatively New,576.0,,480.53,0.0,0.0,0.0,0.0,0.0,0.0,64.0,288.0
flat,kamroon court,sector 43,2.75,13750.0,2000.0,Carpet area: 2000 (185.81 sq.m.),3.0,4.0,3+,5.0,North-East,Moderately Old,,,2000.0,0.0,1.0,0.0,0.0,1.0,1.0,49.0,666.6666666666666
house,independent,sector 47,5.25,11667.0,4500.0,Plot area 1944(180.6 sq.m.)Built Up area: 4650 sq.ft. (432 sq.m.)Carpet area: 4500 sq.ft. (418.06 sq.m.),9.0,9.0,3+,4.0,East,Relatively New,,4650.0,4500.0,0.0,1.0,0.0,0.0,0.0,1.0,142.0,500.0
flat,supertech hues,sector 68,1.0,8475.0,1180.0,Carpet area: 1180 (109.63 sq.m.),2.0,2.0,3,23.0,,New Property,,,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,590.0
flat,chd avenue,sector 71,0.95,7930.0,1198.0,Super Built up area 1198(111.3 sq.m.),2.0,2.0,2,5.0,South,Moderately Old,1198.0,,,0.0,0.0,0.0,0.0,0.0,1.0,142.0,599.0
flat,the nav manesar apartment,sector 1,0.85,3953.0,2150.0,Super Built up area 2150(199.74 sq.m.),3.0,3.0,3+,5.0,North-East,Moderately Old,2150.0,,,0.0,1.0,0.0,0.0,0.0,0.0,5.0,716.6666666666666
flat,suncity heights,sector 54,3.25,14118.0,2302.0,Carpet area: 2302 (213.86 sq.m.),3.0,3.0,3+,0.0,East,Old Property,,,2302.0,0.0,0.0,0.0,1.0,0.0,1.0,120.0,767.3333333333334
flat,vatika gurgaon,sector 83,1.25,6313.0,1980.0,Super Built up area 1980(183.95 sq.m.),3.0,3.0,2,2.0,West,Relatively New,1980.0,,,0.0,1.0,0.0,0.0,0.0,0.0,119.0,660.0
house,independent,sector 28,8.4,34568.0,2430.0,Plot area 270(225.75 sq.m.),4.0,4.0,3+,2.0,North-East,Relatively New,,2430.0,,0.0,1.0,1.0,1.0,0.0,1.0,139.0,607.5
house,not applicable,sector 4,0.8,6088.0,1314.0,Plot area 146(13.56 sq.m.),5.0,4.0,3,3.0,,Under Construction,,146.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.8
flat,m3m the marina,sector 68,1.0,12500.0,800.0,Carpet area: 800 (74.32 sq.m.),2.0,2.0,3,21.0,,Relatively New,,,800.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,400.0
flat,puri diplomatic greens,sector 111,3.4,11525.0,2950.0,Super Built up area 2950(274.06 sq.m.),4.0,5.0,3+,14.0,East,Relatively New,2950.0,,,0.0,1.0,0.0,0.0,0.0,1.0,94.0,737.5
flat,satya the hermitage,sector 103,0.93,6405.0,1452.0,Carpet area: 1452 (134.9 sq.m.),2.0,3.0,3,3.0,East,Relatively New,,,1452.0,0.0,1.0,0.0,0.0,0.0,1.0,90.0,726.0
house,bptp astaire gardens,sector 70a,1.18,8138.0,1450.0,Carpet area: 1450 (134.71 sq.m.),3.0,3.0,3+,2.0,North-East,Relatively New,,,1450.0,0.0,0.0,0.0,0.0,1.0,1.0,153.0,483.3333333333333
flat,pioneer araya,sector 62,10.75,19499.0,5513.0,Super Built up area 5514(512.27 sq.m.),5.0,7.0,3,10.0,North-East,Relatively New,5514.0,,,0.0,1.0,0.0,0.0,0.0,1.0,153.0,1102.6
flat,professors enclave cghs,sector 56,1.55,7750.0,2000.0,Super Built up area 2000(185.81 sq.m.),3.0,3.0,3+,6.0,East,Moderately Old,2000.0,,,0.0,1.0,0.0,0.0,0.0,1.0,49.0,666.6666666666666
flat,sidhartha ncr one phase,sector 95,0.9,4500.0,2000.0,Built Up area: 2000 (185.81 sq.m.),3.0,3.0,1,15.0,,Relatively New,,2000.0,,0.0,0.0,0.0,0.0,0.0,0.0,60.0,666.6666666666666
flat,dlf the ultima,sector 81,2.45,11492.0,2132.0,Super Built up area 2132(198.07 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,3.0,2,9.0,South-East,Relatively New,2132.0,1800.0,1500.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,710.6666666666666
flat,pareena mi casa,sector 68,0.92,7390.0,1245.0,Super Built up area 1245(115.66 sq.m.),2.0,2.0,3,5.0,West,Under Construction,1245.0,,,0.0,0.0,0.0,0.0,1.0,0.0,50.0,622.5
flat,tulip violet,sector 69,1.4,8929.0,1568.0,Super Built up area 1568(145.67 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3.0,1,12.0,North,Relatively New,1568.0,,1200.0,0.0,0.0,0.0,1.0,0.0,0.0,174.0,522.6666666666666
flat,prime habitat,sector 99,0.27,6054.0,446.0,Carpet area: 448 (41.62 sq.m.),2.0,2.0,1,10.0,South,Relatively New,,,448.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,223.0
flat,tulip ivory,sector 70,2.0,8333.0,2400.0,Super Built up area 2400(222.97 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),4.0,5.0,3+,6.0,East,Moderately Old,2400.0,,1850.0,0.0,1.0,0.0,0.0,0.0,1.0,95.0,600.0
flat,pyramid pride,sector 76,0.5,6579.0,760.0,Carpet area: 760 (70.61 sq.m.),2.0,2.0,1,8.0,North,Under Construction,,,760.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,380.0
