property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
flat,sector 54,1.5,3.0,3.0,3+,Moderately Old,1700.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sohna road,0.22,1.0,1.0,1,New Property,778.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 104,0.82,2.0,2.0,3,Relatively New,86.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 109,2.95,4.0,4.0,3+,Relatively New,3150.0,1.0,1.0,1.0,High,Mid Floor
flat,sector 86,0.87,2.0,2.0,1,New Property,1231.0,0.0,0.0,1.0,Low,High Floor
flat,sector 65,2.3,3.0,4.0,3,Relatively New,1833.0,1.0,1.0,2.0,High,Mid Floor
flat,sector 65,2.33,2.0,2.0,3,Under Construction,1141.0,0.0,0.0,1.0,Low,High Floor
flat,sector 109,1.75,3.0,4.0,3+,Relatively New,1946.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 102,1.39,3.0,3.0,3,Relatively New,1493.0,1.0,0.0,1.0,Low,Mid Floor
flat,gwal pahari,0.38,1.0,1.0,1,Moderately Old,565.0,0.0,0.0,0.0,Low,High Floor
flat,sohna road,0.78,3.0,3.0,3,Relatively New,1344.0,0.0,0.0,0.0,High,Mid Floor
flat,sector 63,2.2,3.0,4.0,3+,Moderately Old,1554.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 33,1.67,3.0,2.0,2,Under Construction,1857.0,0.0,0.0,0.0,Medium,High Floor
house,sector 28,12.0,4.0,5.0,3+,Relatively New,2844.0,1.0,1.0,1.0,Medium,Mid Floor
flat,sector 36,0.45,1.0,1.0,1,Relatively New,452.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 50,2.35,3.0,3.0,3,Moderately Old,1900.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 48,2.0,3.0,3.0,0,Relatively New,1923.0,1.0,0.0,0.0,Medium,High Floor
flat,gwal pahari,1.5,4.0,4.0,3+,Old Property,2013.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 113,1.9,3.0,2.0,2,Relatively New,1285.0,0.0,0.0,1.0,High,Mid Floor
flat,sector 107,0.49,2.0,2.0,1,Relatively New,598.0,0.0,0.0,2.0,Low,Mid Floor
flat,gwal pahari,1.45,3.0,3.0,3,Under Construction,1430.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 69,1.43,3.0,3.0,2,Relatively New,1305.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 79,1.4,3.0,3.0,3,New Property,1656.0,0.0,0.0,1.0,Medium,Low Floor
flat,gwal pahari,5.25,4.0,5.0,3+,New Property,5249.0,1.0,0.0,0.0,Low,Low Floor
flat,sector 69,1.9,4.0,4.0,2,Relatively New,1819.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 104,1.75,3.0,4.0,3+,Relatively New,2036.0,1.0,0.0,1.0,Low,High Floor
house,sector 33,1.15,2.0,2.0,3,Relatively New,1400.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 37,0.67,2.0,2.0,2,Relatively New,1086.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 95,0.2,1.0,1.0,1,Relatively New,407.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 69,1.68,3.0,3.0,2,Relatively New,1510.0,0.0,0.0,0.0,High,Low Floor
house,sector 25,6.3,4.0,4.0,3+,Old Property,1800.0,1.0,1.0,0.0,Medium,Low Floor
flat,sector 69,0.9,3.0,2.0,3+,Relatively New,1326.0,0.0,0.0,1.0,Medium,Low Floor
flat,sohna road,0.26,2.0,2.0,1,Relatively New,535.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 67a,1.6,3.0,3.0,2,New Property,1346.0,0.0,1.0,1.0,Medium,Mid Floor
flat,sector 111,2.35,3.0,3.0,3+,Under Construction,1615.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 109,1.45,3.0,4.0,3+,Relatively New,1797.0,1.0,0.0,0.0,Medium,Mid Floor
house,sector 4,2.35,4.0,4.0,2,Old Property,1440.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 89,1.2,3.0,3.0,2,New Property,1423.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 45,16.0,6.0,7.0,3+,Relatively New,4500.0,1.0,1.0,1.0,Medium,Mid Floor
flat,sector 99,0.3,2.0,1.0,0,New Property,500.0,0.0,0.0,0.0,Low,High Floor
flat,sector 83,1.3,3.0,3.0,1,Relatively New,2588.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 99,0.4,2.0,2.0,2,New Property,733.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 112,0.7,2.0,2.0,2,Relatively New,1498.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 3,0.55,1.0,1.0,0,Moderately Old,750.0,0.0,0.0,0.0,Low,Low Floor
house,sector 7,2.0,2.0,2.0,2,Old Property,1440.0,0.0,0.0,0.0,Low,Low Floor
house,sector 4,0.8,2.0,3.0,1,Moderately Old,675.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 2,0.2,1.0,1.0,1,Moderately Old,556.0,0.0,0.0,0.0,Low,Low Floor
house,sector 109,6.0,4.0,5.0,3,Moderately Old,6228.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 85,0.88,3.0,3.0,1,Relatively New,1344.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 102,1.4,3.0,3.0,3,Relatively New,1315.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 108,3.35,3.0,4.0,2,New Property,2525.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 102,1.76,3.0,3.0,3,Relatively New,1531.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 99,0.85,2.0,2.0,2,New Property,1133.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 4,0.42,2.0,2.0,1,Relatively New,833.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 7,1.55,2.0,2.0,2,Moderately Old,1080.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 86,0.78,2.0,2.0,1,New Property,1231.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 33,1.1,2.0,2.0,2,Under Construction,1275.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 69,1.42,3.0,3.0,2,Relatively New,1428.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 108,0.7,2.0,2.0,2,Moderately Old,1362.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 38,2.1,4.0,4.0,3+,Old Property,1954.0,0.0,0.0,2.0,Low,Mid Floor
house,sector 50,7.5,3.0,3.0,2,Moderately Old,2160.0,1.0,0.0,1.0,Medium,Low Floor
flat,sector 92,0.95,4.0,3.0,2,New Property,1983.0,0.0,0.0,0.0,Low,High Floor
flat,sector 33,3.25,4.0,4.0,3+,Old Property,4809.0,1.0,0.0,1.0,Medium,High Floor
flat,sector 56,1.7,3.0,3.0,3,Moderately Old,2200.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 88a,1.19,2.0,2.0,3,Relatively New,1387.0,0.0,0.0,1.0,High,High Floor
house,sector 23,1.2,3.0,2.0,2,New Property,1500.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 102,1.4,2.0,2.0,2,New Property,1166.0,0.0,0.0,1.0,Low,High Floor
flat,sector 48,1.76,3.0,3.0,3+,Moderately Old,1576.0,1.0,0.0,1.0,High,Mid Floor
flat,sector 86,1.45,3.0,2.0,3,Relatively New,1480.0,0.0,0.0,2.0,Medium,Mid Floor
flat,sector 69,1.4,3.0,3.0,2,Relatively New,1428.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 62,7.15,4.0,5.0,3+,Relatively New,3925.0,1.0,1.0,1.0,High,Mid Floor
flat,sector 67,2.72,4.0,4.0,3+,Relatively New,2250.0,1.0,0.0,1.0,Medium,Low Floor
flat,sector 93,0.4,2.0,2.0,2,New Property,604.0,0.0,0.0,0.0,Low,High Floor
flat,sector 70a,1.1,2.0,2.0,3+,New Property,1312.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 70a,1.34,2.0,2.0,3+,New Property,1180.0,0.0,0.0,1.0,Medium,High Floor
flat,sohna road,0.95,2.0,2.0,3+,Under Construction,1050.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 48,19.5,5.0,6.0,3,Moderately Old,8775.0,1.0,1.0,1.0,Medium,Low Floor
flat,sector 112,5.6,4.0,6.0,3+,Moderately Old,3662.34,1.0,0.0,1.0,High,High Floor
flat,sector 91,0.96,2.0,2.0,3+,Moderately Old,1271.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 81,2.34,3.0,4.0,3+,Relatively New,1760.0,1.0,0.0,2.0,High,High Floor
flat,sector 43,3.25,4.0,4.0,3+,Moderately Old,3115.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 77,1.25,3.0,4.0,3,Relatively New,1310.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 61,1.47,2.0,2.0,2,Under Construction,1333.0,0.0,0.0,0.0,Medium,Low Floor
house,sector 36,0.75,3.0,1.0,0,New Property,1081.0,0.0,0.0,0.0,Low,Low Floor
house,sector 28,10.5,5.0,6.0,3+,New Property,3240.0,1.0,0.0,1.0,High,Mid Floor
flat,sector 2,0.98,2.0,2.0,3,Moderately Old,1416.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 69,1.66,3.0,3.0,2,Relatively New,1482.0,0.0,0.0,0.0,High,Low Floor
flat,sector 56,0.52,1.0,1.0,1,Old Property,475.0,0.0,0.0,0.0,Low,Low Floor
flat,sohna road,0.66,2.0,2.0,3,Relatively New,978.0,0.0,0.0,0.0,Low,High Floor
house,sector 12,0.7,4.0,4.0,1,Moderately Old,1700.0,0.0,0.0,0.0,Low,Low Floor
house,sector 2,9.0,5.0,5.0,2,Old Property,4680.0,1.0,1.0,2.0,Medium,Low Floor
flat,sector 85,1.2,2.0,2.0,3+,Relatively New,1380.0,0.0,1.0,0.0,High,Low Floor
flat,sector 36,0.36,1.0,1.0,1,Relatively New,407.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 5,3.5,6.0,5.0,2,Old Property,2250.0,1.0,0.0,2.0,High,Mid Floor
flat,sector 67,2.35,3.0,4.0,3+,Moderately Old,1751.0,1.0,0.0,1.0,High,High Floor
flat,sector 70a,1.51,3.0,3.0,3,Relatively New,1788.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 83,0.85,2.0,2.0,2,Moderately Old,1100.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 85,1.05,2.0,2.0,1,Under Construction,97.0,0.0,0.0,0.0,Low,High Floor
flat,sector 72,1.9,3.0,3.0,3,Moderately Old,1787.0,1.0,0.0,1.0,Low,Mid Floor
house,sector 25,6.25,5.0,5.0,3,Moderately Old,1800.0,1.0,0.0,1.0,Medium,Low Floor
flat,sector 89,1.32,3.0,3.0,3,Under Construction,867.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 106,0.88,2.0,2.0,3+,Relatively New,940.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 37d,1.5,3.0,2.0,3+,Relatively New,1376.0,0.0,0.0,0.0,Low,High Floor
flat,sector 109,1.75,3.0,3.0,3,Relatively New,1550.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 37,0.9,3.0,3.0,3,Relatively New,1435.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 67,3.0,3.0,3.0,3+,Relatively New,2047.0,0.0,1.0,1.0,High,Mid Floor
flat,sohna road,0.28,2.0,2.0,2,New Property,588.0,0.0,0.0,0.0,Low,High Floor
flat,sohna road,0.56,2.0,2.0,3,New Property,913.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 12,3.71,3.0,3.0,1,Moderately Old,1872.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 113,2.85,3.0,3.0,3+,New Property,2006.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 37,1.25,3.0,3.0,3,Relatively New,1563.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 104,2.0,3.0,4.0,3+,Relatively New,2072.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 107,0.35,2.0,2.0,2,Relatively New,608.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 109,2.15,3.0,4.0,3,Relatively New,1896.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 77,1.64,4.0,3.0,3,Relatively New,1765.0,1.0,0.0,0.0,Medium,Mid Floor
house,sector 4,0.85,3.0,3.0,0,Moderately Old,1130.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 47,2.4,3.0,3.0,0,Moderately Old,2667.0,0.0,0.0,1.0,Low,Low Floor
house,sector 13,4.5,4.0,5.0,2,Old Property,4950.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 95,0.43,2.0,2.0,2,Relatively New,1300.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 102,1.38,3.0,3.0,3,Relatively New,1315.0,1.0,0.0,1.0,Medium,Mid Floor
house,sector 25,15.5,5.0,6.0,3+,Moderately Old,4518.0,1.0,1.0,0.0,Medium,Mid Floor
flat,sector 71,1.35,4.0,4.0,3,Moderately Old,2127.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 65,3.0,4.0,4.0,3+,Relatively New,1975.0,1.0,0.0,0.0,Medium,Low Floor
flat,sohna road,0.32,2.0,2.0,2,Relatively New,616.0,0.0,0.0,1.0,Low,High Floor
flat,sector 107,0.75,2.0,2.0,3+,Relatively New,1201.0,0.0,0.0,0.0,High,High Floor
flat,sector 107,0.36,2.0,2.0,1,Relatively New,496.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 89,1.0,2.0,2.0,2,New Property,1226.0,0.0,0.0,0.0,Low,Low Floor
flat,sohna road,0.35,2.0,2.0,2,New Property,658.0,0.0,0.0,0.0,Low,High Floor
flat,sector 48,4.3,4.0,5.0,3+,New Property,3444.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 67a,1.7,3.0,3.0,2,New Property,1346.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 69,1.36,3.0,3.0,1,Relatively New,1392.0,0.0,0.0,0.0,Medium,High Floor
house,sector 56,3.4,6.0,6.0,3+,Moderately Old,1530.0,0.0,0.0,1.0,Low,Low Floor
house,sector 67,3.0,4.0,4.0,0,Moderately Old,2800.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 43,14.0,9.0,9.0,3+,Moderately Old,3510.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 108,3.95,3.0,5.0,2,New Property,2343.0,1.0,0.0,0.0,Medium,High Floor
house,sector 54,5.7,4.0,4.0,0,Moderately Old,2430.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 90,1.65,4.0,4.0,3+,Moderately Old,2468.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 2,0.95,2.0,3.0,2,Old Property,1444.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 90,1.25,3.0,3.0,3+,Relatively New,1929.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 110,3.79,5.0,5.0,3,Relatively New,3466.0,1.0,0.0,0.0,Medium,Mid Floor
house,sector 110,0.34,2.0,2.0,2,Moderately Old,270.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 24,3.5,2.0,4.0,3,Old Property,1080.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 102,1.75,3.0,3.0,3,Relatively New,1465.0,1.0,0.0,0.0,Low,Mid Floor
house,sector 70a,0.9,2.0,2.0,3+,New Property,1319.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 61,1.58,2.0,2.0,2,New Property,1278.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 92,0.5,3.0,3.0,1,Relatively New,579.0,0.0,0.0,0.0,Low,Low Floor
house,sector 48,5.5,4.0,4.0,2,Relatively New,2340.0,1.0,0.0,1.0,Low,Low Floor
flat,sector 111,0.36,1.0,1.0,1,Relatively New,450.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 69,2.0,4.0,4.0,2,Relatively New,1889.0,0.0,0.0,0.0,High,Low Floor
house,sector 67,8.0,6.0,7.0,3+,Moderately Old,3600.0,1.0,1.0,1.0,High,Mid Floor
flat,sector 47,2.45,3.0,4.0,2,Old Property,2544.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 69,2.05,4.0,4.0,2,Relatively New,1889.0,0.0,0.0,0.0,High,Low Floor
flat,sector 104,4.45,4.0,5.0,3+,Relatively New,7222.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 102,1.42,2.0,2.0,3,Relatively New,1368.0,0.0,0.0,0.0,Low,High Floor
flat,sector 113,2.4,3.0,4.0,3+,Relatively New,1940.0,1.0,0.0,0.0,Low,Mid Floor
house,sector 21,0.6,3.0,3.0,2,Old Property,972.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 26,17.0,5.0,5.0,3+,Relatively New,4518.0,1.0,1.0,1.0,Medium,Low Floor
flat,sector 108,2.5,3.0,3.0,2,New Property,1480.0,0.0,0.0,0.0,High,High Floor
flat,sector 52,1.5,4.0,4.0,3,Old Property,1484.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 78,1.15,3.0,3.0,3,Moderately Old,1969.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 107,0.28,2.0,2.0,2,Relatively New,543.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 36,0.85,3.0,2.0,3,New Property,833.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 81,3.45,4.0,4.0,3+,Moderately Old,2527.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 72,4.25,4.0,4.0,3+,Relatively New,2941.0,1.0,0.0,1.0,High,Low Floor
flat,sector 89,1.2,3.0,3.0,2,New Property,1423.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 103,0.5,2.0,2.0,2,Relatively New,698.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 88a,1.45,2.0,2.0,3+,Relatively New,133.0,0.0,0.0,2.0,Medium,Mid Floor
flat,sector 66,2.8,3.0,3.0,2,New Property,1950.0,1.0,0.0,2.0,Medium,High Floor
house,sector 23,2.8,5.0,5.0,3+,Old Property,1557.0,0.0,0.0,1.0,Medium,Low Floor
house,sector 109,6.75,4.0,4.0,3+,New Property,6228.0,1.0,0.0,0.0,Medium,Low Floor
house,sector 7,1.15,5.0,3.0,2,Old Property,1350.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 95,0.45,2.0,2.0,2,New Property,571.0,0.0,0.0,0.0,Low,High Floor
flat,sector 91,1.75,4.0,4.0,3+,Relatively New,2139.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 83,1.1,3.0,3.0,3+,Relatively New,1600.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 68,1.7,4.0,4.0,3,New Property,1809.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 108,0.7,2.0,2.0,3,Moderately Old,1720.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 2,1.51,3.0,4.0,3+,Moderately Old,1738.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 86,0.44,2.0,2.0,2,Relatively New,668.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 102,2.35,3.0,3.0,3,Relatively New,2351.0,1.0,0.0,1.0,High,High Floor
flat,sector 104,1.75,4.0,5.0,3+,New Property,2582.0,1.0,0.0,0.0,Medium,Low Floor
flat,sector 69,1.75,4.0,4.0,1,Relatively New,1783.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 92,0.6,2.0,2.0,3,Under Construction,1195.0,0.0,0.0,0.0,Low,High Floor
flat,sector 56,1.38,3.0,3.0,3,Moderately Old,1910.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 90,0.9,3.0,4.0,3,Relatively New,1765.0,1.0,0.0,0.0,High,Mid Floor
house,sector 26,4.45,4.0,4.0,3,Old Property,1265.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 31,3.25,4.0,4.0,3+,Moderately Old,1449.0,1.0,1.0,1.0,Low,Mid Floor
flat,sector 79,0.36,2.0,2.0,1,New Property,546.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 54,7.0,4.0,6.0,3+,Moderately Old,2715.0,1.0,1.0,1.0,Medium,High Floor
flat,sector 83,1.4,3.0,3.0,3,Relatively New,1582.0,1.0,0.0,2.0,Medium,High Floor
flat,sector 50,2.35,3.0,3.0,3,Moderately Old,2000.0,0.0,1.0,1.0,Medium,Mid Floor
flat,sector 85,2.15,4.0,5.0,3+,Relatively New,2366.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 108,2.95,3.0,4.0,2,Relatively New,2003.0,0.0,0.0,0.0,Low,High Floor
flat,sector 3,1.1,2.0,2.0,2,Under Construction,956.0,0.0,0.0,0.0,Medium,High Floor
house,sector 47,4.3,3.0,4.0,2,Moderately Old,1467.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 78,1.25,4.0,4.0,3,Relatively New,2300.0,1.0,0.0,0.0,Medium,Low Floor
flat,sector 78,1.2,1.0,2.0,2,Under Construction,823.0,0.0,0.0,0.0,Low,High Floor
house,sector 105,9.9,2.0,2.0,2,Moderately Old,2000.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 113,3.35,3.0,4.0,3+,New Property,2200.0,1.0,0.0,0.0,High,High Floor
flat,sector 70a,1.8,3.0,3.0,3,Relatively New,1925.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 50,7.1,5.0,4.0,3,Moderately Old,2160.0,0.0,1.0,1.0,Medium,Low Floor
flat,sector 79,0.71,2.0,2.0,0,Under Construction,1295.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 84,1.48,3.0,3.0,2,New Property,1624.0,1.0,1.0,1.0,Medium,Low Floor
flat,sector 70,1.25,3.0,3.0,3,Under Construction,1688.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 67,2.87,3.0,3.0,3+,Relatively New,2095.0,1.0,0.0,1.0,High,High Floor
flat,sector 61,2.2,3.0,3.0,2,Under Construction,1811.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 109,1.65,3.0,3.0,3,Relatively New,1650.0,0.0,1.0,1.0,High,High Floor
flat,sector 83,1.4,3.0,3.0,3,Relatively New,1387.0,1.0,1.0,1.0,High,Low Floor
flat,sector 77,1.4,3.0,3.0,3,Relatively New,1735.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 43,5.8,6.0,6.0,3,Relatively New,1935.0,1.0,0.0,1.0,Low,Low Floor
flat,sector 113,3.21,3.0,3.0,3,New Property,2281.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 3,0.9,3.0,4.0,3,Moderately Old,3500.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 72,8.5,5.0,6.0,3+,Relatively New,6300.0,1.0,1.0,1.0,Medium,Mid Floor
flat,sector 83,0.4,1.0,1.0,1,Relatively New,520.0,0.0,0.0,2.0,Medium,Mid Floor
flat,sector 67,2.95,3.0,3.0,3,Relatively New,2150.0,1.0,0.0,1.0,High,Mid Floor
flat,sector 95,1.1,4.0,3.0,3,Relatively New,2824.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 37,1.0,3.0,3.0,3,Under Construction,1629.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 82,1.0,2.0,2.0,2,Relatively New,1299.0,0.0,0.0,1.0,Medium,High Floor
flat,manesar,0.92,3.0,3.0,3+,Moderately Old,1924.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 95,0.45,2.0,2.0,1,Relatively New,887.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 90,1.25,4.0,5.0,2,Relatively New,2330.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 65,2.35,3.0,3.0,3,Relatively New,1493.0,1.0,0.0,1.0,High,Low Floor
flat,sector 69,1.4,3.0,3.0,1,Relatively New,1392.0,0.0,0.0,1.0,High,High Floor
flat,sector 95,0.55,2.0,2.0,3,New Property,990.0,0.0,0.0,0.0,Low,High Floor
house,sector 105,0.74,3.0,3.0,0,Moderately Old,1000.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 54,11.0,4.0,6.0,3,Relatively New,2826.0,1.0,0.0,2.0,Medium,Mid Floor
house,sector 39,1.8,1.0,1.0,2,Relatively New,800.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 92,1.0,4.0,3.0,2,Relatively New,2167.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 90,0.65,2.0,2.0,2,Old Property,1176.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 79,1.3,2.0,2.0,3,New Property,1423.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 110,3.49,4.0,5.0,3,Relatively New,3077.0,1.0,0.0,0.0,High,Mid Floor
house,sector 49,6.75,4.0,4.0,3,Relatively New,2088.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 102,1.05,2.0,2.0,2,Under Construction,1017.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 28,2.26,3.0,3.0,2,Old Property,1700.0,1.0,0.0,0.0,High,High Floor
flat,sector 56,0.5,1.0,1.0,2,Old Property,667.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 61,2.54,3.0,3.0,3,Under Construction,1639.0,0.0,1.0,0.0,Low,Low Floor
flat,sector 79,2.0,3.0,4.0,3+,Relatively New,1963.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 90,0.95,3.0,3.0,3,Relatively New,1667.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 79,1.12,2.0,2.0,3,Relatively New,1325.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 2,1.01,2.0,2.0,3,Moderately Old,1281.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 104,2.3,3.0,4.0,3+,Moderately Old,2217.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 50,6.0,4.0,3.0,3,Moderately Old,3982.0,1.0,0.0,0.0,Low,Mid Floor
house,sector 66,12.0,5.0,5.0,3+,New Property,3240.0,1.0,1.0,1.0,Medium,Mid Floor
flat,sector 92,0.92,4.0,5.0,3+,Moderately Old,1895.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 113,3.25,4.0,4.0,3+,Under Construction,2553.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 90,1.76,4.0,4.0,3+,Relatively New,2020.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 69,1.75,4.0,4.0,2,Relatively New,1819.0,0.0,0.0,1.0,Medium,Mid Floor
house,sector 43,5.25,4.0,4.0,2,Old Property,1935.0,1.0,0.0,1.0,Medium,Low Floor
house,sector 43,2.5,7.0,7.0,3,Relatively New,963.0,0.0,0.0,2.0,Low,Mid Floor
flat,sector 104,0.4,2.0,2.0,1,Relatively New,515.0,0.0,0.0,0.0,Low,High Floor
flat,sector 90,0.9,3.0,4.0,3,Relatively New,1765.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 102,0.95,2.0,2.0,2,Relatively New,915.0,0.0,0.0,0.0,Low,High Floor
flat,sector 70a,1.7,4.0,3.0,3,Relatively New,2111.0,0.0,0.0,1.0,Low,Low Floor
house,sector 4,0.47,2.0,2.0,1,New Property,50.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 106,0.95,2.0,2.0,3+,Relatively New,940.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 69,1.37,3.0,3.0,1,Relatively New,1392.0,0.0,0.0,0.0,Medium,High Floor
flat,sohna road,0.35,2.0,2.0,2,New Property,616.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 82a,1.8,3.0,3.0,3+,Relatively New,1545.0,1.0,0.0,2.0,High,Mid Floor
