property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,sare crescent parc royal greens phase 1,sector 92,0.95,5008.0,4.0,5.0,3+,4.0,Moderately Old,1717.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0
house,vipul tatvam villa,sector 48,7.25,22377.0,4.0,4.0,3,2.0,Relatively New,3240.0,1.0,1.0,1.0,1.0,0.0,1.0,103.0
flat,vatika gurgaon,sector 83,1.19,7438.0,3.0,3.0,2,10.0,Relatively New,1778.0,0.0,1.0,0.0,0.0,0.0,1.0,35.0
flat,raheja vanya,sector 99,0.59,3976.0,2.0,2.0,3,1.0,Under Construction,1133.0,0.0,0.0,0.0,0.0,1.0,0.0,96.0
flat,lotus homz,sector 111,0.6,8451.0,2.0,2.0,3,9.0,New Property,789.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0
flat,smart world orchard,sector 61,1.41,12250.0,2.0,2.0,2,2.0,Under Construction,1150.0,1.0,0.0,0.0,0.0,0.0,0.0,76.0
flat,parsvnath green ville,sector 48,1.75,7202.0,3.0,3.0,3,7.0,Old Property,2200.0,0.0,1.0,0.0,0.0,0.0,1.0,109.0
house,emaar mgf marbella,sector 66,15.1,18605.0,5.0,5.0,3+,3.0,New Property,8067.799999999999,1.0,1.0,1.0,1.0,0.0,0.0,120.0
flat,gls arawali homes,sohna road,0.35,6076.0,2.0,2.0,2,11.0,Relatively New,528.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0
flat,kamroon court,sector 43,2.75,13750.0,3.0,4.0,3+,5.0,Moderately Old,2222.0,0.0,1.0,0.0,0.0,1.0,1.0,49.0
house,independent,sector 47,5.25,11667.0,9.0,9.0,3+,4.0,Relatively New,4650.0,0.0,1.0,0.0,0.0,0.0,1.0,142.0
flat,supertech hues,sector 68,1.0,8475.0,2.0,2.0,3,23.0,New Property,1311.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,chd avenue,sector 71,0.95,7930.0,2.0,2.0,2,5.0,Moderately Old,1084.0,0.0,0.0,0.0,0.0,0.0,1.0,142.0
flat,the nav manesar apartment,sector 1,0.85,3953.0,3.0,3.0,3+,5.0,Moderately Old,1946.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0
flat,suncity heights,sector 54,3.25,14118.0,3.0,3.0,3+,0.0,Old Property,2558.0,0.0,0.0,0.0,1.0,0.0,1.0,120.0
flat,vatika gurgaon,sector 83,1.25,6313.0,3.0,3.0,2,2.0,Relatively New,1792.0,0.0,1.0,0.0,0.0,0.0,0.0,119.0
house,independent,sector 28,8.4,34568.0,4.0,4.0,3+,2.0,Relatively New,2430.0,0.0,1.0,1.0,1.0,0.0,1.0,139.0
house,not applicable,sector 4,0.8,6088.0,5.0,4.0,3,3.0,Under Construction,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,m3m the marina,sector 68,1.0,12500.0,2.0,2.0,3,21.0,Relatively New,889.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
flat,puri diplomatic greens,sector 111,3.4,11525.0,4.0,5.0,3+,14.0,Relatively New,2670.0,0.0,1.0,0.0,0.0,0.0,1.0,94.0
flat,satya the hermitage,sector 103,0.93,6405.0,2.0,3.0,3,3.0,Relatively New,1613.0,0.0,1.0,0.0,0.0,0.0,1.0,90.0
house,bptp astaire gardens,sector 70a,1.18,8138.0,3.0,3.0,3+,2.0,Relatively New,1611.0,0.0,0.0,0.0,0.0,1.0,1.0,153.0
flat,pioneer araya,sector 62,10.75,19499.0,5.0,7.0,3,10.0,Relatively New,4990.0,0.0,1.0,0.0,0.0,0.0,1.0,153.0
flat,professors enclave cghs,sector 56,1.55,7750.0,3.0,3.0,3+,6.0,Moderately Old,1810.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0
flat,sidhartha ncr one phase,sector 95,0.9,4500.0,3.0,3.0,1,15.0,Relatively New,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
flat,dlf the ultima,sector 81,2.45,11492.0,3.0,3.0,2,9.0,Relatively New,1800.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0
flat,pareena mi casa,sector 68,0.92,7390.0,2.0,2.0,3,5.0,Under Construction,1127.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0
flat,tulip violet,sector 69,1.4,8929.0,3.0,3.0,1,12.0,Relatively New,1376.0,0.0,0.0,0.0,1.0,0.0,0.0,174.0
flat,prime habitat,sector 99,0.27,6054.0,2.0,2.0,1,10.0,Relatively New,498.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0
flat,tulip ivory,sector 70,2.0,8333.0,4.0,5.0,3+,6.0,Moderately Old,2114.0,0.0,1.0,0.0,0.0,0.0,1.0,95.0
flat,pyramid pride,sector 76,0.5,6579.0,2.0,2.0,1,8.0,Under Construction,844.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0
flat,zara aavaas,sector 104,0.2,6645.0,1.0,1.0,1,3.0,Relatively New,301.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0
flat,godrej meridien,sector 106,3.2,16000.0,3.0,3.0,3+,6.0,Under Construction,2224.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
flat,shree vardhman victoria,sector 70,1.63,8359.0,3.0,5.0,3,12.0,Relatively New,1527.0,0.0,1.0,0.0,0.0,0.0,0.0,43.0
flat,ireo the corridors,sector 67a,2.0,11581.0,3.0,3.0,2,6.0,Under Construction,1346.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0
flat,godrej,sector 79,1.29,8206.0,2.0,2.0,3,4.0,New Property,1423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,"godrej 101, sector 79",sector 79,1.25,9038.0,2.0,2.0,3,1.0,Relatively New,1383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,indiabulls centrum park,sector 103,3.25,8125.0,4.0,3.0,3+,20.0,Under Construction,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0
flat,godrej nature plus,sector 33,1.4,9333.0,2.0,2.0,3,14.0,Under Construction,1448.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0
flat,kanchanjanga tower,sector 56,1.45,7632.0,3.0,3.0,3+,2.0,Moderately Old,1719.0,0.0,0.0,0.0,0.0,0.0,1.0,126.0
flat,orris aster court premier,sector 85,1.25,5896.0,3.0,4.0,2,5.0,Relatively New,1900.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0
house,independent,sector 8,0.59,10085.0,2.0,2.0,2,2.0,Moderately Old,585.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0
flat,bestech park view city,sector 49,2.9,12170.0,4.0,4.0,3+,5.0,Moderately Old,2157.0,0.0,1.0,0.0,0.0,0.0,0.0,117.0
flat,m3m heights,sector 65,2.15,15003.0,2.0,2.0,3+,28.0,Relatively New,1433.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
flat,pioneer araya,sector 62,7.56,18000.0,4.0,4.0,3+,23.0,Relatively New,4200.0,0.0,1.0,0.0,1.0,0.0,1.0,87.0
flat,vatika city homes,sector 83,0.75,5660.0,2.0,2.0,2,3.0,Relatively New,1199.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0
flat,emaar mgf emerald floors premier,sector 65,2.29,13879.0,3.0,4.0,3+,2.0,Relatively New,1833.0,1.0,1.0,0.0,0.0,0.0,2.0,174.0
flat,assotech blith,sector 99,1.9,6702.0,4.0,4.0,3+,2.0,New Property,2835.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0
flat,birla navya,sector 63a,3.7,15417.0,3.0,3.0,3+,1.0,Under Construction,2667.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
house,unitech palms south city 1,sector 41,9.25,28549.0,9.0,9.0,3+,4.0,Moderately Old,5000.0,1.0,1.0,1.0,1.0,0.0,1.0,65.0
house,independent,sohna road,1.5,14245.0,2.0,3.0,2,1.0,New Property,1053.0,1.0,0.0,0.0,1.0,0.0,1.0,69.0
flat,emaar gurgaon greens,sector 102,1.54,9333.0,3.0,3.0,3,12.0,Relatively New,1315.0,0.0,1.0,0.0,0.0,0.0,0.0,61.0
flat,lord krishna,sector 12,2.7,8571.0,4.0,3.0,3,6.0,Old Property,3150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,unitech palms south city 1,sector 41,9.35,28858.0,10.0,10.0,3+,4.0,Moderately Old,7500.0,1.0,1.0,0.0,0.0,0.0,1.0,70.0
flat,tata primanti,sector 72,3.21,16050.0,3.0,4.0,3+,15.0,Relatively New,2140.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0
flat,puri diplomatic greens,sector 111,3.5,11864.0,4.0,5.0,3+,10.0,Relatively New,2700.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0
flat,dlf new town heights,sector 86,1.3,6736.0,3.0,3.0,3,15.0,Relatively New,1715.0,0.0,1.0,0.0,1.0,0.0,1.0,49.0
flat,raheja vedaanta,sector 108,0.7,4667.0,2.0,2.0,1,10.0,Moderately Old,1468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,puri emerald bay,sector 104,2.55,10408.0,4.0,4.0,3+,5.0,Relatively New,2303.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
flat,ats tourmaline,sector 109,1.75,10000.0,3.0,3.0,3,4.0,New Property,1466.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
flat,bestech park view grand spa,sector 81,4.7,6786.0,4.0,4.0,3+,19.0,Relatively New,6268.0,0.0,1.0,0.0,0.0,0.0,1.0,140.0
flat,om appartments,sector 5,0.4,4444.0,3.0,2.0,1,3.0,Relatively New,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
house,ansal sushant lok plots,sector 43,11.5,17692.0,7.0,8.0,3+,3.0,Old Property,9000.0,0.0,1.0,1.0,1.0,0.0,1.0,31.0
flat,tata primanti,sector 72,6.75,19286.0,4.0,4.0,3+,0.0,New Property,4000.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0
flat,unitech the residences,sector 33,1.55,9873.0,3.0,4.0,1,1.0,Relatively New,1421.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0
flat,orris aster court,sector 85,0.67,5826.0,2.0,2.0,2,5.0,Relatively New,1250.0,0.0,0.0,0.0,0.0,1.0,1.0,174.0
flat,signature global solera,sector 107,0.5,7692.0,2.0,2.0,1,11.0,Relatively New,494.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
flat,emaar gurgaon greens,sector 102,1.45,8788.0,3.0,3.0,3,8.0,Relatively New,1300.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
flat,lavanya apartments,sector 81,0.9,5056.0,3.0,3.0,0,7.0,Relatively New,1780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,ansal api esencia,sector 67,1.85,8222.0,3.0,3.0,3,1.0,Moderately Old,278.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,cghs rail vihar,sector 15,1.4,10769.0,4.0,3.0,3,3.0,Old Property,1444.0,0.0,0.0,0.0,0.0,0.0,1.0,81.0
flat,m3m merlin,sector 67,2.8,13672.0,3.0,3.0,3,2.0,Relatively New,2048.0,0.0,0.0,1.0,0.0,0.0,2.0,174.0
flat,ashok vihar phase 2,sector 5,0.28,4308.0,2.0,2.0,1,3.0,Relatively New,600.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0
flat,dlf regal gardens,sector 90,1.25,5930.0,3.0,3.0,3,18.0,Relatively New,1557.0,0.0,0.0,0.0,0.0,1.0,0.0,72.0
flat,puri emerald bay,sector 104,2.49,10163.0,3.0,3.0,3+,14.0,Relatively New,2217.0,0.0,1.0,0.0,0.0,0.0,1.0,129.0
flat,shree vardhman flora,sector 90,0.64,4923.0,2.0,2.0,3,6.0,Old Property,1199.0,1.0,0.0,0.0,0.0,0.0,0.0,103.0
house,independent,sector 11,2.5,17857.0,5.0,4.0,3,1.0,Old Property,1850.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
flat,kw royal court,sector 39,2.0,6250.0,5.0,4.0,3,9.0,Old Property,3556.0,0.0,1.0,0.0,0.0,0.0,2.0,49.0
flat,m3m skywalk,sector 74,1.5,10714.0,2.0,2.0,1,8.0,New Property,1556.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
flat,umang winter hills,sector 77,0.75,5589.0,2.0,2.0,2,7.0,Relatively New,1180.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0
flat,landmark the residency,sector 103,0.9,6667.0,2.0,2.0,2,1.0,Relatively New,1222.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
flat,avl 36 gurgaon,sector 36,0.5,8333.0,1.0,1.0,1,5.0,New Property,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independent,sector 13,9.0,11111.0,10.0,5.0,3+,4.0,Old Property,8100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,m3m urbana,sector 67,1.0,12107.0,1.0,1.0,1,17.0,Relatively New,826.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,ambience creacions,sector 22,1.75,12700.0,2.0,2.0,2,11.0,Under Construction,1249.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
house,independent,sector 3,1.5,10288.0,3.0,3.0,0,2.0,Old Property,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,dlf the grove,sector 54,5.7,41245.0,3.0,3.0,3,1.0,Moderately Old,1382.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
house,independent,sector 55,5.6,20741.0,6.0,4.0,3,3.0,Old Property,2700.0,0.0,1.0,0.0,0.0,0.0,1.0,41.0
flat,experion the heartsong,sector 108,2.0,7197.0,4.0,4.0,3+,10.0,Relatively New,2500.0,0.0,1.0,0.0,1.0,0.0,1.0,174.0
flat,tarc maceo,sector 91,0.9,6870.0,2.0,2.0,2,13.0,Relatively New,1186.0,0.0,0.0,0.0,0.0,0.0,2.0,67.0
flat,the close north,sector 50,2.7,10365.0,3.0,3.0,3+,6.0,Moderately Old,2400.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
flat,tulip lemon,sector 69,0.6,10000.0,2.0,1.0,1,12.0,Relatively New,667.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
house,nitin vihar,sector 33,0.85,9444.0,3.0,2.0,0,1.0,Relatively New,900.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
flat,emaar mgf the palm drive,sector 66,2.8,16471.0,3.0,4.0,3,8.0,Relatively New,1700.0,0.0,1.0,0.0,0.0,0.0,1.0,117.0
house,independent,sector 57,6.25,23496.0,9.0,9.0,3+,3.0,New Property,2660.0,0.0,1.0,0.0,0.0,0.0,1.0,61.0
house,dlf gardencity enclave,sector 93,1.3,11285.0,3.0,2.0,1,3.0,Relatively New,1152.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
house,dlf pink town house,sector 24,1.9,3786.0,10.0,9.0,3+,3.0,Relatively New,5018.0,0.0,0.0,0.0,0.0,1.0,2.0,29.0
flat,viridian the plaza 106,sector 106,0.39,5571.0,1.0,1.0,1,7.0,Relatively New,567.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0
flat,hsiidc sidco aravali,manesar,0.81,3129.0,3.0,3.0,3+,2.0,Moderately Old,1900.0,0.0,1.0,0.0,0.0,0.0,0.0,74.0
flat,ss the leaf,sector 85,1.77,7350.0,3.0,4.0,3,6.0,Moderately Old,1450.0,0.0,1.0,0.0,0.0,0.0,1.0,135.0
flat,ats triumph,sector 104,2.65,8413.0,4.0,4.0,3+,10.0,Relatively New,2851.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
flat,pivotal devaan,sector 84,0.41,7033.0,2.0,2.0,2,10.0,New Property,565.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0
flat,bestech park view sanskruti,sector 92,2.0,8333.0,4.0,5.0,3+,12.0,Relatively New,2453.0,0.0,1.0,0.0,0.0,0.0,1.0,60.0
flat,dlf the ultima,sector 81,2.4,11412.0,3.0,3.0,3+,12.0,Relatively New,1650.0,0.0,1.0,0.0,0.0,0.0,2.0,49.0
house,independent,sector 4,0.47,8007.0,2.0,1.0,1,1.0,Moderately Old,624.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
flat,antriksh heights,sector 84,0.85,5556.0,2.0,2.0,3,10.0,New Property,1222.0,1.0,0.0,0.0,0.0,1.0,0.0,24.0
flat,bptp terra,sector 37d,1.17,8298.0,2.0,2.0,2,0.0,Relatively New,1276.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
flat,m3m merlin,sector 67,3.5,14583.0,3.0,4.0,3,17.0,Relatively New,2225.0,0.0,1.0,1.0,0.0,0.0,1.0,167.0
flat,aipl zen residences,sector 70a,1.82,10997.0,3.0,3.0,3,12.0,Relatively New,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
house,independent,sector 57,6.21,23000.0,6.0,6.0,3+,4.0,Old Property,2700.0,1.0,1.0,1.0,1.0,0.0,0.0,52.0
flat,ireo uptown,sector 66,1.5,11219.0,2.0,3.0,3,1.0,Relatively New,1330.0,0.0,1.0,0.0,0.0,1.0,1.0,79.0
house,ansals palam vihar,sector 2,5.7,14729.0,5.0,5.0,2,2.0,Old Property,4550.0,0.0,0.0,0.0,1.0,0.0,2.0,94.0
flat,supertech araville,sector 79,0.95,6209.0,2.0,2.0,3,7.0,New Property,1385.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,avl 36 gurgaon,sector 36,0.37,10541.0,1.0,1.0,1,3.0,Relatively New,319.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0
flat,essel towers,sector 14,2.75,12500.0,4.0,5.0,3+,8.0,Old Property,2200.0,1.0,1.0,0.0,0.0,0.0,2.0,128.0
flat,elevate,sector 50,6.75,19882.0,4.0,4.0,0,10.0,Moderately Old,3395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,experion the heartsong,sector 108,1.25,9259.0,3.0,3.0,3,1.0,Relatively New,1500.0,0.0,1.0,0.0,1.0,0.0,0.0,174.0
flat,dlf carlton estate,sector 43,2.1,15419.0,3.0,3.0,1,2.0,Old Property,1233.0,0.0,0.0,1.0,0.0,0.0,1.0,88.0
flat,4s aradhya homes,sector 67a,1.9,8862.0,4.0,4.0,3,3.0,New Property,1991.0,0.0,0.0,0.0,0.0,0.0,1.0,62.0
house,independent,sector 3,0.8,8155.0,2.0,4.0,1,2.0,Moderately Old,981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,unitech uniworld resorts,sector 33,9.5,19333.0,6.0,6.0,3+,3.0,Moderately Old,4914.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0
flat,samadhan shri kamal cghs,sector 1,2.01,11427.0,4.0,4.0,3+,10.0,Moderately Old,1956.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
flat,signature andour heights,sector 71,0.37,8222.0,1.0,1.0,2,2.0,Relatively New,450.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0
flat,m3m woodshire,sector 107,1.4,5930.0,3.0,4.0,3+,6.0,Relatively New,2137.0,0.0,1.0,0.0,0.0,0.0,0.0,117.0
flat,tulip violet,sector 69,1.76,9514.0,3.0,4.0,2,0.0,Relatively New,1674.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0
flat,dlf new town heights,sector 90,1.42,4865.0,4.0,4.0,3+,8.0,Moderately Old,2139.0,0.0,1.0,1.0,0.0,0.0,0.0,31.0
house,independent,sector 5,1.0,11111.0,3.0,4.0,2,2.0,Relatively New,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.1,12182.0,2.0,2.0,1,8.0,Under Construction,817.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
flat,emaar mgf palm hills,sector 77,1.9,9500.0,3.0,4.0,3+,6.0,New Property,1582.0,0.0,1.0,0.0,0.0,0.0,1.0,42.0
flat,bptp pedestal,sector 70a,1.9,9500.0,4.0,3.0,3,2.0,New Property,2111.0,0.0,0.0,1.0,0.0,0.0,0.0,133.0
flat,sunischit apartments,sector 54,1.75,7955.0,3.0,3.0,3+,6.0,Moderately Old,2100.0,0.0,1.0,0.0,0.0,0.0,1.0,126.0
flat,emaar mgf palm hills,sector 77,1.55,7949.0,4.0,4.0,3+,2.0,Relatively New,1800.0,1.0,1.0,0.0,0.0,0.0,2.0,49.0
flat,alpha corp gurgaonone,sector 84,1.2,9449.0,2.0,2.0,1,6.0,Relatively New,1149.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
flat,dlf new town heights,sector 86,1.28,8205.0,3.0,4.0,3+,12.0,Moderately Old,1740.0,0.0,1.0,0.0,1.0,0.0,0.0,96.0
flat,vatika inxt floors,sector 82a,1.25,8333.0,3.0,2.0,3,2.0,Relatively New,1667.0,1.0,0.0,0.0,1.0,0.0,1.0,94.0
flat,orris aster court,sector 85,0.69,5219.0,2.0,2.0,2,5.0,Relatively New,1075.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
flat,tata primanti,sector 72,3.3,15385.0,3.0,3.0,3+,10.0,Relatively New,2000.0,0.0,1.0,0.0,0.0,0.0,1.0,165.0
flat,spaze privy at,sector 84,1.2,7453.0,2.0,2.0,3,3.0,Relatively New,1457.0,1.0,0.0,0.0,0.0,0.0,1.0,133.0
flat,umang winter hills,sector 77,1.2,6586.0,3.0,3.0,3,14.0,Relatively New,1822.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
flat,dlf park place,sector 54,4.85,30180.0,3.0,4.0,3+,6.0,Moderately Old,1607.0,0.0,1.0,0.0,0.0,0.0,2.0,158.0
house,palam vihar extension west zone rwa,sector 2,0.4,4444.0,3.0,4.0,2,2.0,Moderately Old,900.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
flat,vatika the seven lamps,sector 82,0.86,6022.0,2.0,2.0,2,12.0,Relatively New,1294.0,1.0,0.0,0.0,0.0,0.0,1.0,135.0
flat,central park flower valley aqua front towers,sector 33,1.7,9450.0,3.0,3.0,3+,5.0,New Property,1697.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0
flat,shree vardhman victoria,sector 70,1.15,8519.0,2.0,2.0,2,6.0,Relatively New,1500.0,1.0,0.0,0.0,0.0,0.0,0.0,85.0
flat,hcbs sports ville,sohna road,0.2,2667.0,2.0,2.0,1,4.0,New Property,743.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
flat,mapsko mount ville,sector 79,1.1,12731.0,3.0,3.0,3,22.0,Relatively New,1154.0,1.0,0.0,0.0,1.0,0.0,1.0,135.0
flat,bestech park view ananda,sector 81,1.45,8011.0,3.0,3.0,3,8.0,Relatively New,1650.0,0.0,0.0,0.0,0.0,1.0,1.0,128.0
house,international city by sobha phase 1,sector 109,6.3,9000.0,4.0,5.0,3+,2.0,Relatively New,7000.0,0.0,0.0,0.0,0.0,0.0,1.0,122.0
flat,pareena coban residences,sector 99,1.1,7097.0,2.0,2.0,3,9.0,New Property,1368.0,1.0,0.0,0.0,0.0,0.0,0.0,88.0
flat,dlf the primus,sector 82a,1.87,10395.0,3.0,3.0,3,31.0,Moderately Old,1668.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0
flat,m3m merlin,sector 67,2.98,14558.0,3.0,3.0,3,0.0,Relatively New,2047.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0
house,independent,sector 53,4.65,17574.0,5.0,5.0,3+,1.0,Moderately Old,2646.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,orchid petals,sector 49,4.16,11699.0,5.0,4.0,3+,14.0,Relatively New,3219.0,1.0,1.0,0.0,0.0,0.0,0.0,40.0
flat,aipl peaceful homes,sector 70a,2.75,12791.0,3.0,3.0,3+,14.0,Relatively New,2150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,dlf the ultima,sector 81,2.25,10699.0,3.0,3.0,3+,11.0,Relatively New,1600.0,1.0,1.0,0.0,1.0,1.0,2.0,49.0
flat,breez global hill view,sohna road,0.3,5128.0,2.0,2.0,1,11.0,New Property,650.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0
house,independent,sector 110,1.0,8795.0,3.0,2.0,2,1.0,Old Property,120.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
flat,smartworld one dxp,sector 113,2.0,11074.0,3.0,3.0,3,12.0,New Property,1806.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
flat,la vida by tata housing,sector 113,2.7,16364.0,3.0,4.0,3+,4.0,Relatively New,2217.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0
flat,la vida by tata housing,sector 113,1.38,12000.0,2.0,2.0,3,8.0,New Property,1350.0,1.0,0.0,0.0,0.0,0.0,0.0,174.0
flat,umang winter hills,sector 77,1.05,5763.0,3.0,3.0,3,7.0,Relatively New,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,ansal estella,sector 103,1.5,8671.0,3.0,3.0,3+,6.0,Under Construction,1741.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
flat,ireo skyon,sector 60,2.5,16129.0,2.0,3.0,2,4.0,Relatively New,1403.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0
flat,sukhshanti apartment,sector 56,1.65,7006.0,3.0,3.0,3+,5.0,Moderately Old,2131.0,1.0,0.0,0.0,0.0,0.0,1.0,134.0
flat,puri diplomatic greens,sector 111,3.45,11695.0,4.0,5.0,3+,10.0,Relatively New,2670.0,0.0,1.0,0.0,0.0,0.0,0.0,101.0
flat,emaar mgf emerald estate,sector 65,1.3,20602.0,2.0,2.0,2,7.0,Relatively New,812.0,1.0,0.0,0.0,0.0,0.0,0.0,78.0
flat,smart world gems,sector 89,0.95,8903.0,2.0,2.0,2,1.0,Under Construction,804.0,1.0,0.0,0.0,0.0,0.0,0.0,122.0
flat,shree vardhman victoria,sector 70,1.25,9259.0,2.0,2.0,3,3.0,Relatively New,1222.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0
flat,orchid petals,sector 49,2.23,10969.0,3.0,3.0,3,14.0,Relatively New,1840.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0
flat,vatika gurgaon,sector 83,1.25,7812.0,4.0,4.0,3,12.0,Moderately Old,1970.0,0.0,1.0,0.0,0.0,0.0,0.0,103.0
flat,godrej,sector 79,2.0,8453.0,3.0,4.0,3+,2.0,Relatively New,2629.0,0.0,1.0,0.0,0.0,0.0,1.0,156.0
flat,parsvnath green ville,sector 48,2.5,12821.0,4.0,5.0,3,1.0,Moderately Old,2167.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0
flat,m3m merlin,sector 67,3.4,14419.0,3.0,4.0,3,15.0,Relatively New,2123.0,0.0,1.0,0.0,0.0,0.0,1.0,110.0
house,independent,sector 5,0.4,8000.0,2.0,1.0,0,1.0,Relatively New,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,signature global city 92,sector 92,0.99,6622.0,3.0,2.0,3,1.0,New Property,1661.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0
flat,godrej air,sector 85,1.75,9589.0,3.0,3.0,2,27.0,Relatively New,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
flat,la vida by tata housing,sector 113,2.78,11347.0,3.0,3.0,3,3.0,New Property,2599.0,1.0,1.0,0.0,0.0,0.0,0.0,174.0
flat,umang monsoon breeze,sector 78,0.62,5004.0,2.0,2.0,1,7.0,Moderately Old,1115.0,0.0,0.0,1.0,0.0,0.0,0.0,111.0
flat,tulip purple,sector 69,1.92,8000.0,4.0,5.0,3+,5.0,Relatively New,2172.0,0.0,1.0,0.0,0.0,0.0,1.0,158.0
