title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date
Badhaai Ho,tt7725596,https://upload.wikimedia.org/wikipedia/en/thumb/f/f5/Badhaai_Ho_Official_Poster.jpg/220px-Badhaai_Ho_Official_Poster.jpg,https://en.wikipedia.org/wiki/Badhaai_Ho,Badhaai Ho,Badhaai Ho,0,2018,124,Comedy|Drama,8.0,21851,Nakul a 25 year old in relationship with Renne and soon plan to marry .His father Jeetender Kaushik works for railways while mother Priyamvada is housewife whose always taunted by his grandmother.When Nakul finds that his mother is pregnant at the age when Nakul is about to marry he starts to avoid their parents  friends and society.,A man is embarrassed when he finds out his mother is pregnant.,,Ayushmann Khurrana|Sanya Malhotra|Neena Gupta|Gajraj Rao|Surekha Sikri|Sheeba Chaddha|Shardul Rana|Rahul Tewari|Arun Kalra|,17 wins & 20 nominations,19 October 2018 (USA)
5 Weddings,tt1971310,https://upload.wikimedia.org/wikipedia/en/thumb/d/dc/5_Weddings_Poster.jpg/220px-5_Weddings_Poster.jpg,https://en.wikipedia.org/wiki/5_Weddings,5 Weddings,5 Weddings,0,2018,90,Comedy|Drama|Romance,3.2,316,An American journalist travels to India for what she thinks will be an easy magazine feature on Bollywood weddings  only to have the assignment interrupted by a cop  who is convinced there is journalistic espionage behind the innocent magazine article. As the coverage of Bollywood weddings unfolds  so does a colorful mosaic of lost loves  transgender tangles and culture clashes along the heartfelt journey of life  symbolized by the universal ups and downs of a wedding celebration.,An American journalist travels to India to cover Bollywood weddings  only to uncover a mosaic of cultural clashes  transgender tangles and lost loves with her travels culminating at a destination where the only journey is the one within.,The Only Journey Is The One Within...,Nargis Fakhri|Rajkummar Rao|Bo Derek|Candy Clark|Anneliese van der Pol|Suvinder Vicky|Mariana Paola Vicente|Saru Maini|Robert Palmer Watkins|Dawn Richard|,,26 October 2018 (USA)
Kaashi in Search of Ganga,tt7274806,https://upload.wikimedia.org/wikipedia/en/thumb/0/08/Kaashi_in_Search_of_Ganga.jpg/220px-Kaashi_in_Search_of_Ganga.jpg,https://en.wikipedia.org/wiki/Kaashi_in_Search_of_Ganga,Kaashi in Search of Ganga,Kaashi in Search of Ganga,0,2018,125,Thriller,5.6,201,The movie is about two siblings  Kashi (Sharman Joshi) and his sister Ganga. The film is set in the Indian city of Benaras  also known as Kashi.[9] Kashi is a man who belongs to a community who are involved in performing cremation rituals.,The movie is about two siblings  Kashi (Sharman Joshi) and his sister Ganga. The film is set in the Indian city of Benaras  also known as Kashi.[9] Kashi is a man who belongs to a community who are involved in performing cremation rituals.,,Aishwarya Devan|Kranti Prakash Jha|Manoj Joshi|Sharman Joshi|Shahnawaz Khan|Zara Khan|Mugdha Meharia|Akhilendra Mishra|Govind Namdeo|Manoj Pahwa|Gauri Shankar|Priyanka Singh|Mehul Surana|Joginder Tiwari|,,26 October 2018 (India)
Dassehra,tt2759338,https://upload.wikimedia.org/wikipedia/en/thumb/3/39/Dassehra_Official_Poster.jpg/220px-Dassehra_Official_Poster.jpg,https://en.wikipedia.org/wiki/Dassehra_(film),Dassehra,Dassehra,0,2018,131,Action|Thriller,3.8,253,It's a story of an honest police officer who is trapped under adverse circumstances. It's is a political thriller driven by crime and politics. The film revolves around the background of a politically volatile state  which shows a politician mafia network  a place of serious crimes  cunning politicians  miserable criminals.,It's a story of an honest police officer who is trapped under adverse circumstances. It's is a political thriller driven by crime and politics. The film revolves around the background of a ...                    ,,Neil Nitin Mukesh|Tina Desai|Manish Vatssalya|Govind Namdev|Ashwini Kalsekar|Murli Sharma|Shubhangi Gokhale|Scarlett Mellish Wilson|Pankaj Jha|Nisa Deys|Pooja Welling|,,26 October 2018 (India)
The Journey of Karma,tt9070934,https://upload.wikimedia.org/wikipedia/en/thumb/d/da/The_Journey_of_Karma_Poster.jpg/220px-The_Journey_of_Karma_Poster.jpg,https://en.wikipedia.org/wiki/The_Journey_of_Karma,The Journey of Karma,The Journey of Karma,0,2018,98,Drama,6.3,50,Its a story of a slum girl who is brilliant in studies and tries to chase her dreams to work in America. She travels through her journey full of twist n turns  surprises  lust with a mysterious old man.,Its a story of a slum girl who is brilliant in studies and tries to chase her dreams to work in America. She travels through her journey full of twist n turns  surprises  lust with a mysterious old man.,,Shakti Kapoor|Poonam Pandey|,,26 October 2018 (India)
Jack and Dil,tt6144958,https://upload.wikimedia.org/wikipedia/en/thumb/0/09/Jack_and_Dil_poster.jpg/220px-Jack_and_Dil_poster.jpg,https://en.wikipedia.org/wiki/Jack_and_Dil,Jack & Dil,Jack & Dil,0,2018,98,Comedy|Family,5.1,55,JACK and DIL is a modern day story of new age man Jack  carefree with little materialistic ambitions  earning as much to meet his daily needs. Jack's only passion is to read detective novels so he could write one of his own too. Problem starts when the penniless Jack falls in love with the idea of buying a dog. Rich businessman Mr.Walia (Arbaaz Khan) is keen to sell his dog but their meeting takes an altogether different turn. Jack turns a detective and his quest to own the dog lands him into chasing the Businessman's wife Shilpa ( Sonal Chauhan). The chase brings the two closer. But Jack's deal is on the deadline to find out the mystery man in Shilpa's life. Meanwhile Shilpa gets to know of Jack's On - Off relationship with his model girlfriend Lara (Evelyn Sharma).Shilpa narrates her love story with Walia who is now totally focused on his business. Jack admits to his affair with Shilpa and the furious Walia refuses to believe it. Finally he realizes he has lost his totally neglected...,JACK and DIL is a modern day story of new age man Jack  carefree with little materialistic ambitions  earning as much to meet his daily needs. Jack's only passion is to read detective ...                    ,,Amit Sadh|Arbaaz Khan|Sonal Chauhan|Evelyn Sharma|Rajdeep Choudhury|Sudip Sarangi|Sachin Parikh|,,2 November 2018 (India)
Mohalla Assi,tt4949324,https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/Mohalla_Assi_Poster.jpg/220px-Mohalla_Assi_Poster.jpg,https://en.wikipedia.org/wiki/Mohalla_Assi,Mohalla Assi,Mohalla Assi,0,2015,150,Comedy|Drama,6.9,1369,Based on Dr. Kashinath Singh's Hindi novel 'Kashi Ka Assi'  a religious satire based on the commercialization of the pilgrimage city  and fake gurus who lure the visitors and tourists. Assi Ghat is a burning ghat on the river banks of Ganges flowing into the middle of Banaras  India. The film is based in a famous  historical locality by the ghat  on the southern end of Banaras (Varanasi).,A Sanskrit priest decides to take matters in n his hand when the locals of holy town Banaras stars to lure foreign tourists with fake spiritual gurus.,,Sunny Deol|Sakshi Tanwar|Ravi Kishan|Saurabh Shukla|Mukesh Tiwari|Rajendra Gupta|Mithilesh Chaturvedi|Seema Azmi|,,16 November 2018 (India)
Pihu,tt8458202,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/Pihu_Movie_Poster.jpg/220px-Pihu_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Pihu_(film),Pihu,Pihu,0,2018,91,Drama|Thriller,6.7,1582,The social thriller starring the two year baby girl. She is living in a home where the adults are going through a complicated phase. Being a toddler  she is occasionally trapped in the accidental situations.,The social thriller starring the two year baby girl. She is living in a home where the adults are going through a complicated phase. Being a toddler  she is occasionally trapped in the accidental situations.,,Rahul Bagga|Pihu Myra Vishwakarma|,,16 November 2018 (India)
Bhaiaji Superhit,tt2150177,https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Bhaiaji_Superhit_new_Poster.jpg/220px-Bhaiaji_Superhit_new_Poster.jpg,https://en.wikipedia.org/wiki/Bhaiaji_Superhit,Brother Superhit!,Bhaiaji Superhit,0,2018,139,Action|Comedy|Drama,4.1,465,A goon tries to win his wife back by making a movie on their love story.,A goon tries to win his wife back by making a movie on their love story.,,Sunny Deol|Preity Zinta|Arshad Warsi|Ameesha Patel|Shreyas Talpade|Jaideep Ahlawat|Sanjay Mishra|Brijendra Kala|Amit Mistry|Hemant Pandey|Mukul Dev|Pankaj Tripathi|Ranjeet|Ashmita Kaur Bakshi|,,23 November 2018 (India)
Rajma Chawal,tt6747420,,https://en.wikipedia.org/wiki/Rajma_Chawal,Rajma Chawal,Rajma Chawal,0,2018,117,Comedy|Drama|Family,5.7,1369,An internet-rookie father attempts to use social media to enhance his faltering relationship with his millennial son.,An internet-rookie father attempts to use social media to enhance his faltering relationship with his millennial son.,,Amyra Dastur|Aparshakti Khurana|Rishi Kapoor|Mukesh Chhabra|Nirmal Rishi|Sheeba Chaddha|Brijendra Kala|Manu Rishi Chadha|Anirudh Tanwar|Harish Khanna|Diksha Juneja|Jeetendra Shastri|Mahesh Balraj|Chirag Khatri|,,30 November 2018 (India)
Zero (2018 film),tt6527426,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/Zero_official_poster.jpg/220px-Zero_official_poster.jpg,https://en.wikipedia.org/wiki/Zero_(2018_film),Zero,Zero,0,2018,164,Comedy|Drama|Romance,5.5,21456,The story revolves around Bauua Singh (Shah Rukh Khan)  a vertically challenged man  who is full of charm and wit  with a pinch of arrogance. Born to a wealthy family and raised in an environment of affluence and indulgence  Bauua was never failed by Meerut or its people. But when he meets two women (Katrina Kaif  Anushka Sharma)  his experiences with these women take him on a journey to complete his 'incompleteness' and broaden his horizons to find a purpose he never knew he had.,The story revolves around Bauua Singh (Shah Rukh Khan)  a vertically challenged man  who is full of charm and wit  with a pinch of arrogance. Born to a wealthy family and raised in an environment of affluence  he is challenged to broaden his horizon and find purpose in life.,,Shah Rukh Khan|Anushka Sharma|Katrina Kaif|Mohammed Zeeshan Ayyub|Abhay Deol|Madhavan|,4 wins & 10 nominations,21 December 2018 (USA)
Simmba,tt7212726,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/Simmba_poster.jpg/220px-Simmba_poster.jpg,https://en.wikipedia.org/wiki/Simmba,Simmba,Simmba,0,2018,158,Action|Comedy|Drama,6.3,15829,Simmba is an orphan from Shivgadh from where our beloved Singham was born and raised. Contrary to the philosophies of Singham  Simmba believes that a Corrupt Officer's life is an ideal life which inspires him to become one. While Simmba enjoys all the perks of being an immoral and unethical Police Officer  a twist in the tale transforms him and forces him to choose the righteous path.,Simmba  a Corrupt Officer  enjoys all the perks of being an immoral and unethical police officer until a life-changing event forces him to choose the righteous path.,,Ranveer Singh|Sara Ali Khan|Sonu Sood|Ashutosh Rana|Siddarth Jadhav|Vaidehi Parshurami|Ulka Gupta|Suchitra Bandekar|Sulabha Arya|Ashwini Kalsekar|Neha Mahajan|Nandu Madhav|Shriswara|Sarita Joshi|,4 wins & 7 nominations,28 December 2018 (USA)
Tiger Zinda Hai,tt5956100,https://upload.wikimedia.org/wikipedia/en/thumb/2/22/Tiger_Zinda_Hai_poster.jpg/220px-Tiger_Zinda_Hai_poster.jpg,https://en.wikipedia.org/wiki/Tiger_Zinda_Hai,Tiger Zinda Hai,Tiger Zinda Hai,0,2017,161,Action|Adventure|Thriller,6.0,19760,Inspired by real events  Tiger Zinda Hai is a sequel to the blockbuster Ek Tha Tiger  and an espionage action thriller that follows a daring rescue mission in Iraq. When a group of Indian and Pakistani nurses are held hostage in Iraq by the militant Abu Usman  Indian intelligence (RAW) tracks down the reclusive agent Tiger 8 years after he fled with former Pakistani intelligence (ISI) agent Zoya. Joining forces in the name of humanity  Tiger and Zoya lead a team of RAW and ISI agents to covertly enter the hospital where the nurses are trapped  and get the nurses to safety before an American airstrike blows up the hospital. Tiger Zinda Hai is an all out entertainer with gritty action  music and thrill.,When a group of Indian and Pakistani nurses are held hostage in Iraq by a terrorist organization  a secret agent is drawn out of hiding to rescue them.,There will be peace.,Salman Khan|Katrina Kaif|Anupriya Goenka|Paresh Rawal|Nawab Shah|Zachary Coffin|Angad Bedi|Kumud Mishra|Danish Bhatt|Ryan Sturz|Girish Karnad|Kashmira Irani|Varun V. Sharma|Vibhoutee Sharma|,4 wins & 3 nominations,22 December 2017 (USA)
Golmaal Again,tt1806913,https://upload.wikimedia.org/wikipedia/en/thumb/4/49/Ajay_Devgn%27s_Golmaal_Again_poster.jpg/220px-Ajay_Devgn%27s_Golmaal_Again_poster.jpg,https://en.wikipedia.org/wiki/Golmaal_Again,Golmaal Again,Golmaal Again,0,2017,140,Action|Comedy|Fantasy,4.9,7330,Gopal Laxman1 Madhav Lucky and Laxman 2 live in orphanage of Jamnadas.One day they come across an abandoned baby outside the orphanage and name her Kushi.Gopal and Mahadav don't get well with each other and often have fights.Gopal leaves the orphanage with Laxman 1 and Madhav also leaves with Lucky and Laxman 2.Years later they have grown up an earn good by doing con jobs and send a share to Jamnadas's orphanage.One day they come to know that Jamnadas is no more and they go to attend his prayer meeting.Anna their childhood friend who can communicate with spirits meets them at a prayer meeting.While the 5 boys leave the orphanage after the prayer meeting a strange figure follows them.Anna is sure the boys will come back in orphanage as the strange figure wants their help.,The gang encounters with some spiritual bodies and finds out the truth about the Jamnadas Orphanage where they were brought up.,This Diwali| No Logic Only Magic!,Ajay Devgn|Arshad Warsi|Tusshar Kapoor|Shreyas Talpade|Kunal Khemu|Parineeti Chopra|Tabu|Neil Nitin Mukesh|Prakash Raj|Johnny Lever|Sanjay Mishra|Mukesh Tiwari|Uday Tikekar|Vrajesh Hirjee|,4 wins & 7 nominations,20 October 2017 (USA)
Judwaa 2,tt5456546,https://upload.wikimedia.org/wikipedia/en/thumb/9/91/Judwaa_2_Poster.jpg/220px-Judwaa_2_Poster.jpg,https://en.wikipedia.org/wiki/Judwaa_2,Twins 2,Judwaa 2,0,2017,145,Action|Comedy,3.8,7418,Two brothers (twins) born to an honest businessman are separated at birth when their father exposes a smuggling racket and a king pin. One of the brothers is thought to be dead but only resurfaces stronger after living life on the streets to reunite with his family over a sequence of events and twist of fate. Genetically bound by reflexes both the brother's lives interlink in strange ways and a comedy of errors. They eventually come together to destroy the smuggling nexus and save their family from a downfall that awaits them.,Prem and Raja are twin brothers who are seperated at birth but are uniquely connected to eachother via their reflexes. They reunite as adults and set out to take down the underground smuggling world.,,Varun Dhawan|Jacqueline Fernandez|Taapsee Pannu|Anupam Kher|Sachin Khedekar|Prachee Shah Paandya|Upasna Singh|Rajpal Yadav|Vivan Bhatena|Zakir Hussain|Manoj Joshi|Charlie Carter|Fernanda Diniz|Benny Bereal|,6 nominations,29 September 2017 (USA)
Ok Jaanu,tt5764024,https://upload.wikimedia.org/wikipedia/en/thumb/b/b8/Ok_Jaanu_poster.jpg/220px-Ok_Jaanu_poster.jpg,https://en.wikipedia.org/wiki/Ok_Jaanu,Okay Darling,OK Jaanu,0,2017,135,Drama|Romance,5.1,3350,Adi and Tara move to Mumbai to pursue their dreams. A chance meeting sparks off a heady  no strings attached romance until their careers pull them apart. Will ambition prevail over matters of the heart?,Adi and Tara move to Mumbai to pursue their dreams. A chance meeting sparks off a heady  no strings attached romance until their careers pull them apart. Will ambition prevail over matters of the heart?,This New Years... take no resolutions! Bas| figure out kar lenge!,Shraddha Kapoor|Naseeruddin Shah|Aditya Roy Kapoor|Srishti Shrivastava|Kitu Gidwani|Vibhoutee Sharma|Sarika Singh|Sanjay Gurbaxani|Jasmeet Singh Bhatia|Paul Varghese|Anil Khopkar|Leela Samson|Balkrishna Doshi|Neeraj Goswami|,1 nomination,13 January 2017 (USA)
